"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:6ChF2NIGSqu1mgRGrSrpFX","Get Up","spotify:artist:0P8V2XSw1mIo8739T1qjzr, spotify:artist:35wGAsFMzZobSFNyHnrL0F, spotify:artist:4kjg5xFLFVfWJFus3mwV5e, spotify:artist:2ZNeZlHauwGYZ9XADyjSL4","Bizzle, God Over Money, Jered Sanders, Datin","spotify:album:5UlmeuYvwVo7YGrovmpbJW","Us Against The World","spotify:artist:0P8V2XSw1mIo8739T1qjzr, spotify:artist:35wGAsFMzZobSFNyHnrL0F","Bizzle, God Over Money","2022-04-29","https://i.scdn.co/image/ab67616d0000b27350aeede50adf748ed470d78b","1","2","202662","https://p.scdn.co/mp3-preview/78c5040ef98364467e53dc32dac4f59ab99a6127?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","QZHN52281973","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2023-01-03T11:07:14Z"
"spotify:track:3unrwTcdCyVz6c8msZPb4i","Ransom","spotify:artist:7r3HxO330lmabOprT2MMFK","Aklesso","spotify:album:3zLpAKNkbyIAzJLLZ3mIVA","My Life is a Beautiful Mess","spotify:artist:7r3HxO330lmabOprT2MMFK","Aklesso","2020-12-04","https://i.scdn.co/image/ab67616d0000b273b23df86e18b49b53b1face64","1","1","144659","https://p.scdn.co/mp3-preview/112973161ed68641eaa8cbbeea0336161fe92e0f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","USLZJ2095535","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2023-01-03T11:07:14Z"
"spotify:track:7oAnV2PAXpIy7fa87gvUsy","Awesome God","spotify:artist:7gZ8kNeMcOD0Fm4b9xyOLX","R-Swift","spotify:album:5tjI0ZG7XBeNcw6n83x8Xy","Anthem","spotify:artist:7gZ8kNeMcOD0Fm4b9xyOLX","R-Swift","2009-10-06","https://i.scdn.co/image/ab67616d0000b273eb0745273c30bee15fb38cd9","1","16","196173","https://p.scdn.co/mp3-preview/a8d8181c664d3057de03599b43c3486efdc0e76a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","USFVJ0900083","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2023-01-03T11:19:34Z"
"spotify:track:3AdJ6MzbITEkJZygpH7Yfi","PROBLEMATIC","spotify:artist:5G8KfxzfIdxP6dnA3Hl1De","Kham","spotify:album:3I7AuClMij4p9RlODiOvyc","PROBLEMATIC","spotify:artist:5G8KfxzfIdxP6dnA3Hl1De","Kham","2020-10-30","https://i.scdn.co/image/ab67616d0000b27337fc4b172061509fa0bb93c3","1","4","111500","https://p.scdn.co/mp3-preview/1c4c19001b80f44087b27ec4c7c0a3c9225e2d6e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","USUYG1334426","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2023-01-03T11:07:14Z"
"spotify:track:6k05Oiw2U41CAoVy9zhE48","New Day","spotify:artist:78ZdtwvDD5zTElro6EGkcU","Swoope","spotify:album:6dB7yUNglrfsgE5PzLPwwT","24","spotify:artist:78ZdtwvDD5zTElro6EGkcU","Swoope","2021-07-09","https://i.scdn.co/image/ab67616d0000b273dda77bd0d3915c924fd61891","1","1","144006","https://p.scdn.co/mp3-preview/a4d8e31af8fd75fca67e3742b744874defe2d271?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","USUYG1366777","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2023-01-03T11:07:14Z"
"spotify:track:5XBGxROlpdJYueRfu9C4hO","Wake Up","spotify:artist:12H1Dmi64fAmmARrsyVFzy, spotify:artist:77IKXFvO7SpWrq8hflrUXc","Trip Lee, KB","spotify:album:04pUvZNdQT3sT8jJ7Iulwr","The End.","spotify:artist:12H1Dmi64fAmmARrsyVFzy","Trip Lee","2022-03-04","https://i.scdn.co/image/ab67616d0000b27306e9a48c622c6f3b6a47f744","1","12","216586","https://p.scdn.co/mp3-preview/3fad4d83bdd4a0f82c8313d24b5b298473c94db7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","QMTND2200010","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2023-01-03T11:07:14Z"
"spotify:track:4STkDktz1qgK7UtGLccGMM","No Enemies","spotify:artist:0P8V2XSw1mIo8739T1qjzr, spotify:artist:4UMCjCFEBDWVqw9tTrfxkb","Bizzle, Byron Juane","spotify:album:1PJJcPvPuks4WxCJLTuyr0","No Enemies","spotify:artist:0P8V2XSw1mIo8739T1qjzr, spotify:artist:4UMCjCFEBDWVqw9tTrfxkb","Bizzle, Byron Juane","2020-09-25","https://i.scdn.co/image/ab67616d0000b273fb2f40411a060975378d35d6","1","1","140496","https://p.scdn.co/mp3-preview/acb8624cc174284774b7bddbce8c19ab0111404a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","TCAFD2004347","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2023-01-03T11:07:14Z"
"spotify:track:19c04bWzDPOyqou000np1j","Florida State of Mind","spotify:artist:7r3HxO330lmabOprT2MMFK","Aklesso","spotify:album:3zLpAKNkbyIAzJLLZ3mIVA","My Life is a Beautiful Mess","spotify:artist:7r3HxO330lmabOprT2MMFK","Aklesso","2020-12-04","https://i.scdn.co/image/ab67616d0000b273b23df86e18b49b53b1face64","1","10","118762","https://p.scdn.co/mp3-preview/205c2803f1595c096b7807a67827553fb1d72a24?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","USLZJ2095877","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2023-01-03T11:07:14Z"
"spotify:track:6Aev0fImEp5KBIRIiqw2lX","Long Nights","spotify:artist:11hR4oPRwSDzaUMTPzYuoe","Dru Bex","spotify:album:3FbvOs8DhVcYAhXOHg2YY2","Strange Days, Long Nights","spotify:artist:11hR4oPRwSDzaUMTPzYuoe","Dru Bex","2019-03-22","https://i.scdn.co/image/ab67616d0000b2730a54e189a134f75b5a4654ff","1","3","115862","https://p.scdn.co/mp3-preview/d19dcd7a0254085445efca8c88cb5bbac0154968?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","QMEZE1949983","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2023-01-03T11:07:14Z"
"spotify:track:28CZ8JGeVcWeQb1ifpXsxr","Ride n Vibe","spotify:artist:3yBfMJRvM0LrPzR8hypjNq","The Ambassador","spotify:album:5pouOfKjr2CmPhORt6pgwu","The Invitation","spotify:artist:3yBfMJRvM0LrPzR8hypjNq","The Ambassador","2022-10-28","https://i.scdn.co/image/ab67616d0000b27337b9789f72cd20ea7935a84a","1","7","225194","https://p.scdn.co/mp3-preview/b4a8d1ba0f0366fde949c91bbcc60dcc4061f2f1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","QZPLS2255369","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2023-01-03T11:07:14Z"
