"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:6A9qU1r8KrHtszvnkOnP8q","The Daily Gospel","spotify:artist:7HKh82YLkcXrxveZKxdSwg","Timothy Brindle","spotify:album:0FMIQSPGV5oxyfP6MuNN32","The Restoration","spotify:artist:7HKh82YLkcXrxveZKxdSwg","Timothy Brindle","2012-07-24","https://i.scdn.co/image/ab67616d0000b273a9914f0acaae1992cedba5dd","1","9","372200","https://p.scdn.co/mp3-preview/d5d5acfe1ce4cffe9c124ed9706ed3dac2a29317?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","USLSX1200086","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2020-08-08T09:48:31Z"
"spotify:track:56rEq0gtqPLUbNf22E81qj","No Not One","spotify:artist:3vhWmD6hZZHYs7GSj727zD","Hazakim","spotify:album:0HXH1mFiNB0KaHkld6Ov1d","Grassroots Vol. 2","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2009-12-15","https://i.scdn.co/image/ab67616d0000b273301d10a638050ad1c124013b","1","6","167541","https://p.scdn.co/mp3-preview/507408d66d3241fe319e466f9c861685efb6f36f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","USTCB0951660","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2020-12-07T18:08:27Z"
"spotify:track:3XOuNNg6hd9QTJjsDd7Uv4","The Size of Sin","spotify:artist:1aoAseexNuwSuXVAGPfLex","Beautiful Eulogy","spotify:album:5f4Kn1iPG0tEGq6KuJ1V6e","Instruments of Mercy","spotify:artist:1aoAseexNuwSuXVAGPfLex","Beautiful Eulogy","2013","https://i.scdn.co/image/ab67616d0000b273ed086df938e534b846291ffc","1","4","108466","","false","0","USACX1302973","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2020-08-08T09:48:31Z"
"spotify:track:06tA1srm0tcup7TY1hnV6K","Billion Years","spotify:artist:12H1Dmi64fAmmARrsyVFzy, spotify:artist:5enXh7VYtH8x63M7coq9tJ","Trip Lee, Taylor Hill","spotify:album:68ueOyJKTxoFR37Ze2xELW","Billion Years","spotify:artist:12H1Dmi64fAmmARrsyVFzy","Trip Lee","2016-12-02","https://i.scdn.co/image/ab67616d0000b273bfb58379e2b66cb5bee241e5","1","1","286662","https://p.scdn.co/mp3-preview/36f89421c1262a97ce61ecc8499d1983df74ace3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","QMTND1101207","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2020-12-06T08:43:02Z"
"spotify:track:5hvtoi0UovHVkRcpb06asE","The Temple","spotify:artist:7HKh82YLkcXrxveZKxdSwg","Timothy Brindle","spotify:album:7o6RlVXxc3gqUzLyCF7IAY","The Unfolding","spotify:artist:7HKh82YLkcXrxveZKxdSwg","Timothy Brindle","2018-04-20","https://i.scdn.co/image/ab67616d0000b273ca7f050224186beb1d5fde74","1","12","462781","https://p.scdn.co/mp3-preview/e08996df03f86689e5923fc38f9befad375b09eb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","10","TCADN1833967","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2020-08-08T09:48:31Z"
"spotify:track:1nZyTYJfw0GWdFsmvTzugG","Make War","spotify:artist:4c6lhwoOrmgNWvl0GxHlW1, spotify:artist:2s6kyMmJZFgPCHXU0QxJLp","Tedashii, FLAME","spotify:album:7nAMVugiJg5AnmMygYvEvU","Identity Crisis","spotify:artist:4c6lhwoOrmgNWvl0GxHlW1","Tedashii","2009-05-26","https://i.scdn.co/image/ab67616d0000b2738f0bae289d0cb75b276a338a","1","7","262533","","false","0","USTC90915485","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2020-08-08T09:48:31Z"
"spotify:track:61qccft70irnFRDPHkxyyW","Omnipotent","spotify:artist:1aoAseexNuwSuXVAGPfLex, spotify:artist:6P9fFbQ875B2bnmdiYwN9A","Beautiful Eulogy, Kings Kaleidoscope","spotify:album:4uCh3rhWiPaBouezM4PD3I","Worthy","spotify:artist:1aoAseexNuwSuXVAGPfLex","Beautiful Eulogy","2017-10-20","https://i.scdn.co/image/ab67616d0000b27330addb5c691438040daa94da","1","8","207733","","false","0","USM2C1701108","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2020-08-08T09:48:31Z"
"spotify:track:2NlU03OGeU1RO7b8qm03WQ","Startling Mystery (feat. Quinten Coblentz)","spotify:artist:5IOZCSuYRrid1baINgoKIQ, spotify:artist:7w28aj6tyhuIdcOIA7Ex2Z","Shai Linne, Quinten Coblentz","spotify:album:3dZc69smlEbdrkfftdY6Tg","Still Jesus","spotify:artist:5IOZCSuYRrid1baINgoKIQ","Shai Linne","2017-06-30","https://i.scdn.co/image/ab67616d0000b273db049747821b0cde596c838e","1","12","242068","https://p.scdn.co/mp3-preview/2854863c5eaed8744779b816222298023261c8e9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","TCADD1761452","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2020-08-08T09:48:31Z"
"spotify:track:6ppXXCXCDqg7OyW1vV2KpB","Our God","spotify:artist:6PnUytjwfexMb295xYEDbi","The Cross Movement","spotify:album:4ZOSfoOHYPirIwMRW5STE8","HIStory: Our Place in His Story","spotify:artist:6PnUytjwfexMb295xYEDbi","The Cross Movement","2007-06-05","https://i.scdn.co/image/ab67616d0000b273ff0c5cb0846b400a3d2726cd","1","1","269560","","false","0","USFVJ0700001","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2020-08-08T09:48:31Z"
"spotify:track:3WhOK8xj8snoIfSHtX0aXu","Let's Kill Sin","spotify:artist:7HKh82YLkcXrxveZKxdSwg","Timothy Brindle","spotify:album:6PRwOUF9SB4CDnBbftXe0K","Killing Sin","spotify:artist:7HKh82YLkcXrxveZKxdSwg","Timothy Brindle","2005-10-28","https://i.scdn.co/image/ab67616d0000b2732460a2bb07ad97aaaf4862ab","1","3","289093","https://p.scdn.co/mp3-preview/ae3b4d9c35c92cc7b949f77976c9932ef7f19379?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","USTCB0960365","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2020-08-08T09:48:31Z"
