"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:6AkEP2vEcpTRn2ilHVPNsa","Every Time (feat. So Below)","spotify:artist:6fcTRFpz0yH79qSKfof7lp, spotify:artist:2j551jqYq2HQH3R63vtSQi","Seven Lions, So Below","spotify:album:1I9Bg2BoorxcedzgQrlvuU","Every Time (feat. So Below)","spotify:artist:6fcTRFpz0yH79qSKfof7lp, spotify:artist:2j551jqYq2HQH3R63vtSQi","Seven Lions, So Below","2022-07-29","https://i.scdn.co/image/ab67616d0000b2734af5f52f84d67d32efdff7ab","1","1","342008","https://p.scdn.co/mp3-preview/fbfc622b34f3d7f17a389ce1636b8c0e3f60e5c6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","GBEWA2204220","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2022-07-30T07:14:39Z"
"spotify:track:2qp4mhHWTXn0KC6a7ZRIKu","Desire","spotify:artist:5o2KBzYUFierWmBhSemAhq","Ace Aura","spotify:album:2DcvIKn3wfkVAsGVwePr0r","Revive EP","spotify:artist:5o2KBzYUFierWmBhSemAhq","Ace Aura","2022-07-22","https://i.scdn.co/image/ab67616d0000b273ad3a0cd9334e94538ee370e1","1","2","188800","https://p.scdn.co/mp3-preview/911ef9f8ea65bb989d6e65d57b4bf39a037335f0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","GBEWA2204191","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2022-07-30T07:14:46Z"
"spotify:track:5UvLQncwvEGiRLn0xEZw45","Off The Ground","spotify:artist:0QaSiI5TLA4N7mcsdxShDO","Sub Focus","spotify:album:0JkmyjnTBATqM9Di9OsF5h","Off The Ground","spotify:artist:0QaSiI5TLA4N7mcsdxShDO","Sub Focus","2022-06-20","https://i.scdn.co/image/ab67616d0000b27346fdc7d7bfe07acd9af644c7","1","1","242750","","false","64","GBUM72202989","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2022-07-30T07:15:07Z"
"spotify:track:7kUljt0NM5sISL3OGNVxYd","Royalty","spotify:artist:3exvMmrLV6o4R42YnG3Id6, spotify:artist:1HD6q5dxREv64GOc3H7vBs, spotify:artist:38wxcfNEqMwuPniHvplin5","Egzod, Maestro Chives, Neoni","spotify:album:5fNgtPuw6QFGW7M9FdOX5x","Royalty","spotify:artist:3exvMmrLV6o4R42YnG3Id6, spotify:artist:1HD6q5dxREv64GOc3H7vBs","Egzod, Maestro Chives","2021-04-22","https://i.scdn.co/image/ab67616d0000b27375f8e991774621da2bf53a14","1","1","223520","https://p.scdn.co/mp3-preview/f26614ffdc82bb3b836c167ede23c2c99d9ac555?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","GB2LD2110089","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2022-07-30T07:15:14Z"
"spotify:track:10Q3ASy9okYt85040yV46c","Shivering","spotify:artist:45eNHdiiabvmbp4erw26rg, spotify:artist:4MzJMcHQBl9SIYSjwWn8QW","ILLENIUM, Spiritbox","spotify:album:2dRmLEMsxRhidLzay43XP5","Shivering","spotify:artist:45eNHdiiabvmbp4erw26rg, spotify:artist:4MzJMcHQBl9SIYSjwWn8QW","ILLENIUM, Spiritbox","2022-05-13","https://i.scdn.co/image/ab67616d0000b273d742064453d78b572c05ccac","1","1","300916","https://p.scdn.co/mp3-preview/866130defb32e05ccff84d186e436e707d6a1045?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USWB12201382","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2022-07-30T07:15:31Z"
"spotify:track:2WRth7yMU6HMxklQ4O4uo2","Badman","spotify:artist:3Qq4056RMPoY5ehQrpNeVi, spotify:artist:59iMrqhx3qr6U7343wM1Fc, spotify:artist:0F88EwGyoS0Mi3VftQjyEj","Urbanstep, The LJ, Duava","spotify:album:2hc0W9g7euUIgAnLfpJgpn","Badman","spotify:artist:59iMrqhx3qr6U7343wM1Fc, spotify:artist:3Qq4056RMPoY5ehQrpNeVi, spotify:artist:0F88EwGyoS0Mi3VftQjyEj","The LJ, Urbanstep, Duava","2022-06-24","https://i.scdn.co/image/ab67616d0000b27333c46743b3e995804184931f","1","1","190476","https://p.scdn.co/mp3-preview/72b4497aee77334986e0dda116efdda2fbbcbb29?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","QZS632265781","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2022-07-30T12:34:06Z"
"spotify:track:4CVRutPpBHdSJauWj94o68","Electric Forest [feat. Cassadee Pope]","spotify:artist:3iCJOi5YKh247eutgCyLFe, spotify:artist:7ahuvq1mbb4idwG1iJbSFG","I See Stars, Cassadee Pope","spotify:album:4XQc2duwIJDSRrfbqXnUlg","Digital Renegade","spotify:artist:3iCJOi5YKh247eutgCyLFe","I See Stars","2012-03-13","https://i.scdn.co/image/ab67616d0000b273e17ee76b19c0ca671951d300","1","9","266026","","false","0","USYFZ1220409","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2022-07-30T12:38:46Z"
"spotify:track:77s4PEvtbTp87N71aSCoK9","See The Sky (feat. HALIENE)","spotify:artist:53M4Iv2RkzzxFFvW2B1jhC, spotify:artist:0p7L2MImTqtWEAlMN9qHYx, spotify:artist:1sKIizVYeHkGy7Tjmn9QRj","Breathe Carolina, Jay Cosmic, HALIENE","spotify:album:1xg4mcIA19ybGywoPzhl5F","See The Sky (feat. HALIENE)","spotify:artist:53M4Iv2RkzzxFFvW2B1jhC, spotify:artist:0p7L2MImTqtWEAlMN9qHYx","Breathe Carolina, Jay Cosmic","2016-07-22","https://i.scdn.co/image/ab67616d0000b2733e1d4b1bd88a0857d936eca8","1","1","204808","https://p.scdn.co/mp3-preview/813aa9dfec4432f8d2a3fc564c0cfe9a7e2874f8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","NLZ541600578","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2022-07-30T12:42:22Z"
"spotify:track:1mgsWGf69P448vP0md1Z8e","Won't Make A Sound","spotify:artist:0P2bZXPyjHYRW4guHVAFl1, spotify:artist:757FXqX0Osk2pqtgv4E5v4, spotify:artist:4i8u1FZVapjZBcCyyrAnU3","ARMNHMR, NURKO, Micah Martin","spotify:album:30dC6io6lDi08GNNyGnudg","Won't Make A Sound","spotify:artist:0P2bZXPyjHYRW4guHVAFl1, spotify:artist:757FXqX0Osk2pqtgv4E5v4, spotify:artist:4i8u1FZVapjZBcCyyrAnU3","ARMNHMR, NURKO, Micah Martin","2022-05-17","https://i.scdn.co/image/ab67616d0000b273c4afb98bab16a901a4458c79","1","1","276480","https://p.scdn.co/mp3-preview/bf0a5f0aaa63c606c77c310a98f395e29fc4eff4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","CA6D22200269","spotify:user:ibdqzuvhscey81nwyfhajz3v7","2022-07-31T05:49:57Z"
